2,index,Tournament,OpponentPlayer,Set,TotalGame,Server,WinLose,FirstSecond,Cource,Speed,AceDbF,ScoreServer,ScoreReturner,Side,WonA,WonB
0,0,201903インディアンウェルズ,フベルト・フルカッチ,1.0,1,満,○,1,w,,,0,0,Deuce,1,0
1,1,201903インディアンウェルズ,フベルト・フルカッチ,1.0,1,満,×,2,b,144,,15,0,Ad,0,1
2,2,201903インディアンウェルズ,フベルト・フルカッチ,1.0,1,満,○,1,w,207,,15,15,Deuce,1,0
3,3,201903インディアンウェルズ,フベルト・フルカッチ,1.0,1,満,×,1,w,181,,30,15,Ad,0,1
4,4,201903インディアンウェルズ,フベルト・フルカッチ,1.0,1,満,×,1,w,210,,30,30,Deuce,0,1
5,5,201903インディアンウェルズ,フベルト・フルカッチ,1.0,1,満,×,1,c,,,30,40,Ad,0,1
6,7,201903インディアンウェルズ,フベルト・フルカッチ,1.0,1,満,×,2,b,144,,40,Ad,Ad,0,1
7,12,201903インディアンウェルズ,フベルト・フルカッチ,1.0,2,圭,○,1,b,172,,0,0,Deuce,1,0
8,13,201903インディアンウェルズ,フベルト・フルカッチ,1.0,2,圭,○,1,w,164,,15,0,Ad,1,0
9,14,201903インディアンウェルズ,フベルト・フルカッチ,1.0,2,圭,○,1,c,,,30,0,Deuce,1,0
10,15,201903インディアンウェルズ,フベルト・フルカッチ,1.0,2,圭,○,2,c,154,,40,0,Ad,1,0
11,26,201903インディアンウェルズ,フベルト・フルカッチ,1.0,3,満,○,1,w,,,0,0,Deuce,1,0
12,27,201903インディアンウェルズ,フベルト・フルカッチ,1.0,3,満,×,2,c,,Dc,15,0,Ad,0,1
13,28,201903インディアンウェルズ,フベルト・フルカッチ,1.0,3,満,○,1,c,199,Ac,15,15,Deuce,1,0
14,29,201903インディアンウェルズ,フベルト・フルカッチ,1.0,3,満,×,1,w,,,30,15,Ad,0,1
15,30,201903インディアンウェルズ,フベルト・フルカッチ,1.0,3,満,○,2,b,151,,30,30,Deuce,1,0
16,31,201903インディアンウェルズ,フベルト・フルカッチ,1.0,3,満,○,1,c,189,,40,30,Ad,1,0
17,48,201903インディアンウェルズ,フベルト・フルカッチ,1.0,4,圭,×,1,c,181,,0,0,Deuce,0,1
18,49,201903インディアンウェルズ,フベルト・フルカッチ,1.0,4,圭,○,1,c,185,,0,15,Ad,1,0
19,50,201903インディアンウェルズ,フベルト・フルカッチ,1.0,4,圭,○,1,c,,,15,15,Deuce,1,0
20,51,201903インディアンウェルズ,フベルト・フルカッチ,1.0,4,圭,○,2,c,146,,30,15,Ad,1,0
21,52,201903インディアンウェルズ,フベルト・フルカッチ,1.0,4,圭,○,1,c,173,,40,15,Deuce,1,0
22,74,201903インディアンウェルズ,フベルト・フルカッチ,1.0,5,満,×,1,w,,,0,0,Deuce,0,1
23,75,201903インディアンウェルズ,フベルト・フルカッチ,1.0,5,満,×,2,c,148,,0,15,Ad,0,1
24,76,201903インディアンウェルズ,フベルト・フルカッチ,1.0,5,満,×,1,w,,,0,30,Deuce,0,1
25,77,201903インディアンウェルズ,フベルト・フルカッチ,1.0,5,満,○,2,w,141,,0,40,Ad,1,0
26,103,201903インディアンウェルズ,フベルト・フルカッチ,1.0,6,圭,○,1,c,173,,0,0,Deuce,1,0
27,104,201903インディアンウェルズ,フベルト・フルカッチ,1.0,6,圭,○,1,w,149,,15,0,Ad,1,0
28,105,201903インディアンウェルズ,フベルト・フルカッチ,1.0,6,圭,○,1,w,151,,30,0,Deuce,1,0
29,106,201903インディアンウェルズ,フベルト・フルカッチ,1.0,6,圭,×,1,w,189,,40,0,Ad,0,1
30,107,201903インディアンウェルズ,フベルト・フルカッチ,1.0,6,圭,×,1,w,164,,40,15,Deuce,0,1
31,108,201903インディアンウェルズ,フベルト・フルカッチ,1.0,6,圭,○,1,b,168,,40,30,Ad,1,0
32,140,201903インディアンウェルズ,フベルト・フルカッチ,1.0,7,満,×,1,w,165,,0,0,Deuce,0,1
33,141,201903インディアンウェルズ,フベルト・フルカッチ,1.0,7,満,○,1,w,,,0,15,Ad,1,0
34,142,201903インディアンウェルズ,フベルト・フルカッチ,1.0,7,満,○,2,w,143,,15,15,Deuce,1,0
35,143,201903インディアンウェルズ,フベルト・フルカッチ,1.0,7,満,×,1,w,,,30,15,Ad,0,1
36,144,201903インディアンウェルズ,フベルト・フルカッチ,1.0,7,満,×,2,c,146,,30,30,Deuce,0,1
37,145,201903インディアンウェルズ,フベルト・フルカッチ,1.0,7,満,×,1,w,157,,30,40,Ad,0,1
38,183,201903インディアンウェルズ,フベルト・フルカッチ,1.0,8,圭,×,1,w,,,0,0,Deuce,0,1
39,184,201903インディアンウェルズ,フベルト・フルカッチ,1.0,8,圭,○,2,c,,,0,15,Ad,1,0
40,185,201903インディアンウェルズ,フベルト・フルカッチ,1.0,8,圭,○,1,c,,,15,15,Deuce,1,0
41,186,201903インディアンウェルズ,フベルト・フルカッチ,1.0,8,圭,○,2,b,152,,30,15,Ad,1,0
42,187,201903インディアンウェルズ,フベルト・フルカッチ,1.0,8,圭,○,1,b,165,,40,15,Deuce,1,0
43,230,201903インディアンウェルズ,フベルト・フルカッチ,1.0,9,満,×,1,c,199,,0,0,Deuce,0,1
44,231,201903インディアンウェルズ,フベルト・フルカッチ,1.0,9,満,×,1,w,193,Aw,0,15,Ad,0,1
45,232,201903インディアンウェルズ,フベルト・フルカッチ,1.0,9,満,×,1,c,,,0,30,Deuce,0,1
46,233,201903インディアンウェルズ,フベルト・フルカッチ,1.0,9,満,×,2,w,151,,0,40,Ad,0,1
47,280,201903インディアンウェルズ,フベルト・フルカッチ,1.0,10,圭,×,1,b,181,,0,0,Deuce,0,1
48,281,201903インディアンウェルズ,フベルト・フルカッチ,1.0,10,圭,○,1,w,188,,0,15,Ad,1,0
49,282,201903インディアンウェルズ,フベルト・フルカッチ,1.0,10,圭,○,1,w,,,15,15,Deuce,1,0
50,283,201903インディアンウェルズ,フベルト・フルカッチ,1.0,10,圭,○,2,w,152,,30,15,Ad,1,0
51,284,201903インディアンウェルズ,フベルト・フルカッチ,1.0,10,圭,×,1,w,,,40,15,Deuce,0,1
52,285,201903インディアンウェルズ,フベルト・フルカッチ,1.0,10,圭,○,2,w,146,,40,30,Ad,1,0
53,0,201903インディアンウェルズ,フベルト・フルカッチ,2.0,1,満,○,1,b,151,,0,0,Deuce,1,0
54,1,201903インディアンウェルズ,フベルト・フルカッチ,2.0,1,満,×,1,w,199,Aw,15,0,Ad,0,1
55,2,201903インディアンウェルズ,フベルト・フルカッチ,2.0,1,満,×,1,c,,,15,15,Deuce,0,1
56,3,201903インディアンウェルズ,フベルト・フルカッチ,2.0,1,満,×,1,w,,,15,30,Ad,0,1
57,4,201903インディアンウェルズ,フベルト・フルカッチ,2.0,1,満,×,2,b,138,,15,40,Deuce,0,1
58,10,201903インディアンウェルズ,フベルト・フルカッチ,2.0,2,圭,○,1,w,165,,0,0,Deuce,1,0
59,11,201903インディアンウェルズ,フベルト・フルカッチ,2.0,2,圭,○,1,w,172,,15,0,Ad,1,0
60,12,201903インディアンウェルズ,フベルト・フルカッチ,2.0,2,圭,○,1,w,165,,30,0,Deuce,1,0
61,13,201903インディアンウェルズ,フベルト・フルカッチ,2.0,2,圭,○,1,c,,,40,0,Ad,1,0
62,23,201903インディアンウェルズ,フベルト・フルカッチ,2.0,3,満,×,1,w,172,,0,0,Deuce,0,1
63,24,201903インディアンウェルズ,フベルト・フルカッチ,2.0,3,満,×,1,c,,,0,15,Ad,0,1
64,25,201903インディアンウェルズ,フベルト・フルカッチ,2.0,3,満,×,2,w,144,,0,30,Deuce,0,1
65,26,201903インディアンウェルズ,フベルト・フルカッチ,2.0,3,満,×,1,w,173,,0,40,Ad,0,1
66,40,201903インディアンウェルズ,フベルト・フルカッチ,2.0,4,圭,×,1,w,160,,0,0,Deuce,0,1
67,41,201903インディアンウェルズ,フベルト・フルカッチ,2.0,4,圭,○,1,w,,,0,15,Ad,1,0
68,42,201903インディアンウェルズ,フベルト・フルカッチ,2.0,4,圭,○,2,b,151,,15,15,Deuce,1,0
69,43,201903インディアンウェルズ,フベルト・フルカッチ,2.0,4,圭,○,1,c,188,,30,15,Ad,1,0
70,44,201903インディアンウェルズ,フベルト・フルカッチ,2.0,4,圭,○,1,c,,,40,15,Deuce,1,0
71,63,201903インディアンウェルズ,フベルト・フルカッチ,2.0,5,満,×,1,c,194,Ac,0,0,Deuce,0,1
72,64,201903インディアンウェルズ,フベルト・フルカッチ,2.0,5,満,○,1,w,,,0,15,Ad,1,0
73,65,201903インディアンウェルズ,フベルト・フルカッチ,2.0,5,満,×,2,w,146,,15,15,Deuce,0,1
74,66,201903インディアンウェルズ,フベルト・フルカッチ,2.0,5,満,×,1,c,201,Ac,15,30,Ad,0,1
75,67,201903インディアンウェルズ,フベルト・フルカッチ,2.0,5,満,×,1,w,,,15,40,Deuce,0,1
76,91,201903インディアンウェルズ,フベルト・フルカッチ,2.0,6,圭,○,1,c,186,,0,0,Deuce,1,0
77,92,201903インディアンウェルズ,フベルト・フルカッチ,2.0,6,圭,○,1,c,177,,15,0,Ad,1,0
78,93,201903インディアンウェルズ,フベルト・フルカッチ,2.0,6,圭,○,1,c,180,Ac,30,0,Deuce,1,0
79,94,201903インディアンウェルズ,フベルト・フルカッチ,2.0,6,圭,○,1,w,,,40,0,Ad,1,0
80,122,201903インディアンウェルズ,フベルト・フルカッチ,2.0,7,満,×,1,w,,,0,0,Deuce,0,1
81,123,201903インディアンウェルズ,フベルト・フルカッチ,2.0,7,満,×,2,w,165,,0,15,Ad,0,1
82,124,201903インディアンウェルズ,フベルト・フルカッチ,2.0,7,満,×,1,w,197,,0,30,Deuce,0,1
83,125,201903インディアンウェルズ,フベルト・フルカッチ,2.0,7,満,○,1,c,197,,0,40,Ad,1,0
84,126,201903インディアンウェルズ,フベルト・フルカッチ,2.0,7,満,×,1,c,,,15,40,Deuce,0,1
85,159,201903インディアンウェルズ,フベルト・フルカッチ,2.0,8,圭,○,1,w,,,0,0,Deuce,1,0
86,160,201903インディアンウェルズ,フベルト・フルカッチ,2.0,8,圭,○,2,b,141,,15,0,Ad,1,0
87,161,201903インディアンウェルズ,フベルト・フルカッチ,2.0,8,圭,○,1,c,,,30,0,Deuce,1,0
88,162,201903インディアンウェルズ,フベルト・フルカッチ,2.0,8,圭,○,2,c,156,,40,0,Ad,1,0
89,199,201903インディアンウェルズ,フベルト・フルカッチ,2.0,9,満,○,1,c,,,0,0,Deuce,1,0
90,200,201903インディアンウェルズ,フベルト・フルカッチ,2.0,9,満,○,2,c,143,,15,0,Ad,1,0
91,201,201903インディアンウェルズ,フベルト・フルカッチ,2.0,9,満,×,1,w,,,30,0,Deuce,0,1
92,202,201903インディアンウェルズ,フベルト・フルカッチ,2.0,9,満,○,2,w,157,,30,15,Ad,1,0
93,203,201903インディアンウェルズ,フベルト・フルカッチ,2.0,9,満,×,1,c,191,,40,15,Deuce,0,1
94,204,201903インディアンウェルズ,フベルト・フルカッチ,2.0,9,満,×,1,w,188,,40,30,Ad,0,1
95,205,201903インディアンウェルズ,フベルト・フルカッチ,2.0,9,満,×,1,w,180,,40,40,Deuce,0,1
96,206,201903インディアンウェルズ,フベルト・フルカッチ,2.0,9,満,×,1,c,,,40,Ad,Ad,0,1
97,251,201903インディアンウェルズ,フベルト・フルカッチ,2.0,10,圭,○,1,b,,,0,0,Deuce,1,0
98,252,201903インディアンウェルズ,フベルト・フルカッチ,2.0,10,圭,○,2,b,151,,15,0,Ad,1,0
99,253,201903インディアンウェルズ,フベルト・フルカッチ,2.0,10,圭,×,1,c,160,,30,0,Deuce,0,1
100,254,201903インディアンウェルズ,フベルト・フルカッチ,2.0,10,圭,×,1,w,,,30,15,Ad,0,1
101,255,201903インディアンウェルズ,フベルト・フルカッチ,2.0,10,圭,×,2,b,154,,30,30,Deuce,0,1
102,256,201903インディアンウェルズ,フベルト・フルカッチ,2.0,10,圭,○,1,c,,,30,40,Ad,1,0
103,257,201903インディアンウェルズ,フベルト・フルカッチ,2.0,10,圭,×,2,d,,,40,40,Deuce,0,1
104,258,201903インディアンウェルズ,フベルト・フルカッチ,2.0,10,圭,○,1,b,164,,40,Ad,Ad,1,0
105,0,201903インディアンウェルズ,フベルト・フルカッチ,3.0,1,満,×,1,c,,,0,0,Deuce,0,1
106,1,201903インディアンウェルズ,フベルト・フルカッチ,3.0,1,満,○,2,c,149,,0,15,Ad,1,0
107,2,201903インディアンウェルズ,フベルト・フルカッチ,3.0,1,満,○,1,w,202,,15,15,Deuce,1,0
108,3,201903インディアンウェルズ,フベルト・フルカッチ,3.0,1,満,○,1,c,202,,30,15,Ad,1,0
109,4,201903インディアンウェルズ,フベルト・フルカッチ,3.0,1,満,×,1,w,,,40,15,Deuce,0,1
110,5,201903インディアンウェルズ,フベルト・フルカッチ,3.0,1,満,○,2,w,152,,40,30,Ad,1,0
110,5,201903インディアンウェルズ,フベルト・フルカッチ,3.0,1,満,○,2,w,152,,40,40,Deuce,1,0
111,7,201903インディアンウェルズ,フベルト・フルカッチ,3.0,1,満,○,2,c,149,,Ad,40,Ad,1,0
112,12,201903インディアンウェルズ,フベルト・フルカッチ,3.0,2,圭,○,1,w,162,,0,0,Deuce,1,0
113,13,201903インディアンウェルズ,フベルト・フルカッチ,3.0,2,圭,×,1,c,177,,15,0,Ad,0,1
114,14,201903インディアンウェルズ,フベルト・フルカッチ,3.0,2,圭,○,1,w,152,,15,15,Deuce,1,0
115,15,201903インディアンウェルズ,フベルト・フルカッチ,3.0,2,圭,×,1,w,,,30,15,Ad,0,1
116,16,201903インディアンウェルズ,フベルト・フルカッチ,3.0,2,圭,×,2,w,141,,30,30,Deuce,0,1
117,17,201903インディアンウェルズ,フベルト・フルカッチ,3.0,2,圭,○,1,w,,,30,40,Ad,1,0
118,18,201903インディアンウェルズ,フベルト・フルカッチ,3.0,2,圭,×,2,c,151,,40,40,Deuce,0,1
119,19,201903インディアンウェルズ,フベルト・フルカッチ,3.0,2,圭,×,1,w,186,,40,Ad,Ad,0,1
120,34,201903インディアンウェルズ,フベルト・フルカッチ,3.0,3,満,○,1,w,186,,0,0,Deuce,1,0
121,35,201903インディアンウェルズ,フベルト・フルカッチ,3.0,3,満,○,1,c,,,15,0,Ad,1,0
122,36,201903インディアンウェルズ,フベルト・フルカッチ,3.0,3,満,×,2,w,,,30,0,Deuce,0,1
123,37,201903インディアンウェルズ,フベルト・フルカッチ,3.0,3,満,×,1,w,183,,30,15,Ad,0,1
124,38,201903インディアンウェルズ,フベルト・フルカッチ,3.0,3,満,×,1,c,196,,30,30,Deuce,0,1
125,39,201903インディアンウェルズ,フベルト・フルカッチ,3.0,3,満,×,1,w,,,30,40,Ad,0,1
126,60,201903インディアンウェルズ,フベルト・フルカッチ,3.0,4,圭,×,1,b,172,,0,0,Deuce,0,1
127,61,201903インディアンウェルズ,フベルト・フルカッチ,3.0,4,圭,○,1,w,175,,0,15,Ad,1,0
128,62,201903インディアンウェルズ,フベルト・フルカッチ,3.0,4,圭,×,1,w,168,,15,15,Deuce,0,1
129,63,201903インディアンウェルズ,フベルト・フルカッチ,3.0,4,圭,×,1,w,,,15,30,Ad,0,1
130,64,201903インディアンウェルズ,フベルト・フルカッチ,3.0,4,圭,○,2,w,138,,15,40,Deuce,1,0
131,65,201903インディアンウェルズ,フベルト・フルカッチ,3.0,4,圭,○,1,w,157,,30,40,Ad,1,0
132,66,201903インディアンウェルズ,フベルト・フルカッチ,3.0,4,圭,○,1,b,,,40,40,Deuce,1,0
133,67,201903インディアンウェルズ,フベルト・フルカッチ,3.0,4,圭,○,2,b,138,,Ad,40,Ad,1,0
134,96,201903インディアンウェルズ,フベルト・フルカッチ,3.0,5,満,×,1,c,,,0,0,Deuce,0,1
135,97,201903インディアンウェルズ,フベルト・フルカッチ,3.0,5,満,○,1,c,189,,0,15,Ad,1,0
136,98,201903インディアンウェルズ,フベルト・フルカッチ,3.0,5,満,×,1,c,197,Ac,15,15,Deuce,0,1
137,99,201903インディアンウェルズ,フベルト・フルカッチ,3.0,5,満,×,1,w,,,15,30,Ad,0,1
138,100,201903インディアンウェルズ,フベルト・フルカッチ,3.0,5,満,×,2,w,143,,15,40,Deuce,0,1
139,134,201903インディアンウェルズ,フベルト・フルカッチ,3.0,6,圭,○,1,c,185,,0,0,Deuce,1,0
140,135,201903インディアンウェルズ,フベルト・フルカッチ,3.0,6,圭,×,1,w,,,15,0,Ad,0,1
141,136,201903インディアンウェルズ,フベルト・フルカッチ,3.0,6,圭,×,2,b,144,,15,15,Deuce,0,1
142,137,201903インディアンウェルズ,フベルト・フルカッチ,3.0,6,圭,×,1,c,,,15,30,Ad,0,1
143,138,201903インディアンウェルズ,フベルト・フルカッチ,3.0,6,圭,○,2,c,141,,15,40,Deuce,1,0
144,139,201903インディアンウェルズ,フベルト・フルカッチ,3.0,6,圭,×,1,w,146,,30,40,Ad,0,1
145,179,201903インディアンウェルズ,フベルト・フルカッチ,3.0,7,満,×,1,w,177,,0,0,Deuce,0,1
146,180,201903インディアンウェルズ,フベルト・フルカッチ,3.0,7,満,×,1,c,197,,0,15,Ad,0,1
147,181,201903インディアンウェルズ,フベルト・フルカッチ,3.0,7,満,○,1,w,162,,0,30,Deuce,1,0
148,182,201903インディアンウェルズ,フベルト・フルカッチ,3.0,7,満,×,1,c,,Ac,15,30,Ad,0,1
149,183,201903インディアンウェルズ,フベルト・フルカッチ,3.0,7,満,×,1,c,,Ac,15,40,Deuce,0,1
150,228,201903インディアンウェルズ,フベルト・フルカッチ,3.0,8,圭,○,1,c,185,Ac,0,0,Deuce,1,0
151,229,201903インディアンウェルズ,フベルト・フルカッチ,3.0,8,圭,×,1,w,,,15,0,Ad,0,1
152,230,201903インディアンウェルズ,フベルト・フルカッチ,3.0,8,圭,○,2,b,141,,15,15,Deuce,1,0
153,231,201903インディアンウェルズ,フベルト・フルカッチ,3.0,8,圭,○,1,c,189,Ac,30,15,Ad,1,0
154,232,201903インディアンウェルズ,フベルト・フルカッチ,3.0,8,圭,×,1,c,,,40,15,Deuce,0,1
155,233,201903インディアンウェルズ,フベルト・フルカッチ,3.0,8,圭,○,2,b,154,,40,30,Ad,1,0
156,284,201903インディアンウェルズ,フベルト・フルカッチ,3.0,9,満,×,1,c,,,0,0,Deuce,0,1
157,285,201903インディアンウェルズ,フベルト・フルカッチ,3.0,9,満,○,2,c,143,,0,15,Ad,1,0
158,286,201903インディアンウェルズ,フベルト・フルカッチ,3.0,9,満,×,1,w,148,,15,15,Deuce,0,1
159,287,201903インディアンウェルズ,フベルト・フルカッチ,3.0,9,満,×,1,w,,,15,30,Ad,0,1
160,288,201903インディアンウェルズ,フベルト・フルカッチ,3.0,9,満,○,1,w,,,15,40,Deuce,1,0
161,289,201903インディアンウェルズ,フベルト・フルカッチ,3.0,9,満,○,1,c,,,30,40,Ad,1,0
162,290,201903インディアンウェルズ,フベルト・フルカッチ,3.0,9,満,×,2,c,144,,40,40,Deuce,0,1
163,291,201903インディアンウェルズ,フベルト・フルカッチ,3.0,9,満,×,1,w,,,40,Ad,Ad,0,1
